SampleName	percent	reads	taxon_id	taxon_name
SCANC_G_Crd_SRR17648061	8.237483	2254168	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_G_Crd_SRR17648061	5.388246	1474481	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_G_Crd_SRR17648061	66.163534	18105496	NA	unclassified
SCANC_S_Iso_SRR17648044	10.262429	2928772	1224	Proteobacteria
SCANC_S_Iso_SRR17648044	3.057951	872702	4890	Ascomycota
SCANC_S_Iso_SRR17648044	2.316788	661183	201174	Actinobacteria
SCANC_S_Iso_SRR17648044	1.855934	529661	1239	Firmicutes
SCANC_S_Iso_SRR17648044	1.673975	477732	5204	Basidiomycota
SCANC_S_Iso_SRR17648044	1.071668	305841	1913637	Mucoromycota
SCANC_S_Iso_SRR17648044	0.103007	29397	10239	Viruses
SCANC_S_Iso_SRR17648044	8.322254	2375070	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648044	5.013147	1430691	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648044	66.322851	18927732	NA	unclassified
SCANC_S_Iso_SRR17648045	10.867918	3164754	1224	Proteobacteria
SCANC_S_Iso_SRR17648045	3.527753	1027287	4890	Ascomycota
SCANC_S_Iso_SRR17648045	2.258556	657695	201174	Actinobacteria
SCANC_S_Iso_SRR17648045	1.939392	564754	1239	Firmicutes
SCANC_S_Iso_SRR17648045	1.649081	480215	5204	Basidiomycota
SCANC_S_Iso_SRR17648045	0.097118	28281	10239	Viruses
SCANC_S_Iso_SRR17648045	8.521565	2481493	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648045	5.508694	1604140	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648045	65.629917	19111533	NA	unclassified
SCANC_S_Iso_SRR17648046	9.927441	3163458	1224	Proteobacteria
SCANC_S_Iso_SRR17648046	3.122106	994884	4890	Ascomycota
SCANC_S_Iso_SRR17648046	2.48783	792767	201174	Actinobacteria
SCANC_S_Iso_SRR17648046	1.478943	471277	1239	Firmicutes
SCANC_S_Iso_SRR17648046	1.353326	431248	5204	Basidiomycota
SCANC_S_Iso_SRR17648046	1.059889	337742	1913637	Mucoromycota
SCANC_S_Iso_SRR17648046	0.090599	28870	10239	Viruses
SCANC_S_Iso_SRR17648046	8.306794	2647026	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648046	4.680834	1491585	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648046	67.492241	21506940	NA	unclassified
SCANC_S_Iso_SRR17648047	10.810932	2983391	1224	Proteobacteria
SCANC_S_Iso_SRR17648047	4.288794	1183538	4890	Ascomycota
SCANC_S_Iso_SRR17648047	2.332199	643595	201174	Actinobacteria
SCANC_S_Iso_SRR17648047	1.633958	450908	1239	Firmicutes
SCANC_S_Iso_SRR17648047	1.537379	424256	5204	Basidiomycota
SCANC_S_Iso_SRR17648047	0.082305	22713	10239	Viruses
SCANC_S_Iso_SRR17648047	9.36465	2584274	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648047	5.304131	1463731	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648047	64.645648	17839650	NA	unclassified
SCANC_S_Iso_SRR17648050	10.482738	2448404	1224	Proteobacteria
SCANC_S_Iso_SRR17648050	3.027483	707115	4890	Ascomycota
SCANC_S_Iso_SRR17648050	2.268325	529802	201174	Actinobacteria
SCANC_S_Iso_SRR17648050	1.756018	410145	1239	Firmicutes
SCANC_S_Iso_SRR17648050	1.510241	352740	5204	Basidiomycota
SCANC_S_Iso_SRR17648050	0.111074	25943	10239	Viruses
SCANC_S_Iso_SRR17648050	8.621383	2013656	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648050	5.69573	1330325	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648050	66.527003	15538401	NA	unclassified
SCANC_S_Iso_SRR17648051	10.481701	2569225	1224	Proteobacteria
SCANC_S_Iso_SRR17648051	3.484548	854116	4890	Ascomycota
SCANC_S_Iso_SRR17648051	2.209213	541512	201174	Actinobacteria
SCANC_S_Iso_SRR17648051	1.851574	453849	1239	Firmicutes
SCANC_S_Iso_SRR17648051	1.599276	392007	5204	Basidiomycota
SCANC_S_Iso_SRR17648051	0.100491	24632	10239	Viruses
SCANC_S_Iso_SRR17648051	8.422535	2064492	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648051	5.552681	1361047	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648051	66.297978	16250648	NA	unclassified
SCANC_S_Iso_SRR17648052	9.819632	3137130	1224	Proteobacteria
SCANC_S_Iso_SRR17648052	2.950719	942682	4890	Ascomycota
SCANC_S_Iso_SRR17648052	2.370681	757374	201174	Actinobacteria
SCANC_S_Iso_SRR17648052	1.930234	616662	1239	Firmicutes
SCANC_S_Iso_SRR17648052	1.595979	509876	5204	Basidiomycota
SCANC_S_Iso_SRR17648052	1.075213	343504	1913637	Mucoromycota
SCANC_S_Iso_SRR17648052	0.110287	35234	10239	Viruses
SCANC_S_Iso_SRR17648052	8.126909	2596347	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648052	4.978284	1590439	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648052	67.042059	21418284	NA	unclassified
SCANC_S_Iso_SRR17648053	9.94098	2953480	1224	Proteobacteria
SCANC_S_Iso_SRR17648053	3.266352	970438	4890	Ascomycota
SCANC_S_Iso_SRR17648053	2.324007	690466	201174	Actinobacteria
SCANC_S_Iso_SRR17648053	2.021972	600731	1239	Firmicutes
SCANC_S_Iso_SRR17648053	1.607202	477502	5204	Basidiomycota
SCANC_S_Iso_SRR17648053	0.114705	34079	10239	Viruses
SCANC_S_Iso_SRR17648053	7.641887	2270416	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648053	5.488461	1630630	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648053	67.594433	20082406	NA	unclassified
SCANC_S_Iso_SRR17648054	10.255138	2761911	1224	Proteobacteria
SCANC_S_Iso_SRR17648054	3.057912	823556	4890	Ascomycota
SCANC_S_Iso_SRR17648054	2.168025	583892	201174	Actinobacteria
SCANC_S_Iso_SRR17648054	1.589004	427950	1239	Firmicutes
SCANC_S_Iso_SRR17648054	1.447462	389830	5204	Basidiomycota
SCANC_S_Iso_SRR17648054	0.090795	24453	10239	Viruses
SCANC_S_Iso_SRR17648054	9.010187	2426621	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648054	5.526309	1488344	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648054	66.855168	18005415	NA	unclassified
SCANC_S_Iso_SRR17648055	10.489721	2418569	1224	Proteobacteria
SCANC_S_Iso_SRR17648055	3.676333	847636	4890	Ascomycota
SCANC_S_Iso_SRR17648055	2.124983	489948	201174	Actinobacteria
SCANC_S_Iso_SRR17648055	1.729347	398728	1239	Firmicutes
SCANC_S_Iso_SRR17648055	1.598322	368518	5204	Basidiomycota
SCANC_S_Iso_SRR17648055	0.088812	20477	10239	Viruses
SCANC_S_Iso_SRR17648055	8.524607	1965481	NA	cannot_be_assigned_to_a_non-viral_phylum
SCANC_S_Iso_SRR17648055	5.299546	1221893	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SCANC_S_Iso_SRR17648055	66.468334	15325311	NA	unclassified
SGREG_G_Crd_DRR018507	7.830258	1154627	1224	Proteobacteria
SGREG_G_Crd_DRR018507	2.465755	363593	4890	Ascomycota
SGREG_G_Crd_DRR018507	2.311018	340776	201174	Actinobacteria
SGREG_G_Crd_DRR018507	1.471587	216996	1239	Firmicutes
SGREG_G_Crd_DRR018507	1.217785	179571	5204	Basidiomycota
SGREG_G_Crd_DRR018507	0.092359	13619	10239	Viruses
SGREG_G_Crd_DRR018507	7.43322	1096081	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR018507	6.261903	923362	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR018507	70.916116	10457084	NA	unclassified
SGREG_G_Crd_DRR124537	8.24544	1186084	1224	Proteobacteria
SGREG_G_Crd_DRR124537	2.151407	309474	4890	Ascomycota
SGREG_G_Crd_DRR124537	1.792394	257831	201174	Actinobacteria
SGREG_G_Crd_DRR124537	1.441453	207349	1239	Firmicutes
SGREG_G_Crd_DRR124537	1.277105	183708	5204	Basidiomycota
SGREG_G_Crd_DRR124537	0.111055	15975	10239	Viruses
SGREG_G_Crd_DRR124537	7.312687	1051910	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124537	5.044031	725570	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124537	72.624427	10446824	NA	unclassified
SGREG_G_Crd_DRR124538	9.927907	1518073	1224	Proteobacteria
SGREG_G_Crd_DRR124538	2.481982	379519	4890	Ascomycota
SGREG_G_Crd_DRR124538	1.942513	297029	1239	Firmicutes
SGREG_G_Crd_DRR124538	1.886833	288515	201174	Actinobacteria
SGREG_G_Crd_DRR124538	1.757541	268745	5204	Basidiomycota
SGREG_G_Crd_DRR124538	1.134519	173479	1913637	Mucoromycota
SGREG_G_Crd_DRR124538	0.120457	18419	10239	Viruses
SGREG_G_Crd_DRR124538	8.640265	1321180	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124538	5.175402	791369	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124538	66.932583	10234639	NA	unclassified
SGREG_G_Crd_DRR124539	9.926583	1613997	1224	Proteobacteria
SGREG_G_Crd_DRR124539	2.498311	406209	4890	Ascomycota
SGREG_G_Crd_DRR124539	2.218872	360774	1239	Firmicutes
SGREG_G_Crd_DRR124539	2.032671	330499	201174	Actinobacteria
SGREG_G_Crd_DRR124539	1.755206	285385	5204	Basidiomycota
SGREG_G_Crd_DRR124539	1.135895	184689	1913637	Mucoromycota
SGREG_G_Crd_DRR124539	0.114586	18631	10239	Viruses
SGREG_G_Crd_DRR124539	8.701834	1414861	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124539	5.245821	852936	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124539	66.370219	10791361	NA	unclassified
SGREG_G_Crd_DRR124540	8.133372	1206806	1224	Proteobacteria
SGREG_G_Crd_DRR124540	2.026209	300643	4890	Ascomycota
SGREG_G_Crd_DRR124540	1.925796	285744	201174	Actinobacteria
SGREG_G_Crd_DRR124540	1.607964	238585	1239	Firmicutes
SGREG_G_Crd_DRR124540	1.155751	171487	5204	Basidiomycota
SGREG_G_Crd_DRR124540	0.106101	15743	10239	Viruses
SGREG_G_Crd_DRR124540	7.250103	1075749	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124540	4.605523	683354	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124540	73.189181	10859597	NA	unclassified
SGREG_G_Crd_DRR124541	7.731298	1511178	1224	Proteobacteria
SGREG_G_Crd_DRR124541	2.527612	494053	4890	Ascomycota
SGREG_G_Crd_DRR124541	1.837505	359163	201174	Actinobacteria
SGREG_G_Crd_DRR124541	1.394207	272515	1239	Firmicutes
SGREG_G_Crd_DRR124541	1.208841	236283	5204	Basidiomycota
SGREG_G_Crd_DRR124541	0.097507	19059	10239	Viruses
SGREG_G_Crd_DRR124541	8.284607	1619329	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124541	4.526462	884753	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124541	72.391963	14149905	NA	unclassified
SGREG_G_Crd_DRR124542	7.774005	1548746	1224	Proteobacteria
SGREG_G_Crd_DRR124542	2.444921	487080	4890	Ascomycota
SGREG_G_Crd_DRR124542	1.793946	357392	201174	Actinobacteria
SGREG_G_Crd_DRR124542	1.371135	273159	1239	Firmicutes
SGREG_G_Crd_DRR124542	1.206032	240267	5204	Basidiomycota
SGREG_G_Crd_DRR124542	0.095376	19001	10239	Viruses
SGREG_G_Crd_DRR124542	7.99102	1591980	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124542	4.468286	890177	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124542	72.855276	14514310	NA	unclassified
SGREG_G_Crd_DRR124543	8.252911	1784271	1224	Proteobacteria
SGREG_G_Crd_DRR124543	2.41045	521137	4890	Ascomycota
SGREG_G_Crd_DRR124543	1.666104	360210	201174	Actinobacteria
SGREG_G_Crd_DRR124543	1.307555	282692	5204	Basidiomycota
SGREG_G_Crd_DRR124543	1.268674	274286	1239	Firmicutes
SGREG_G_Crd_DRR124543	0.100449	21717	10239	Viruses
SGREG_G_Crd_DRR124543	8.041503	1738565	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124543	4.601127	994759	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124543	72.351229	15642264	NA	unclassified
SGREG_G_Crd_DRR124544	7.703324	1555271	1224	Proteobacteria
SGREG_G_Crd_DRR124544	2.145292	433126	4890	Ascomycota
SGREG_G_Crd_DRR124544	1.919418	387523	201174	Actinobacteria
SGREG_G_Crd_DRR124544	1.431152	288944	1239	Firmicutes
SGREG_G_Crd_DRR124544	1.379378	278491	5204	Basidiomycota
SGREG_G_Crd_DRR124544	0.14505	29285	10239	Viruses
SGREG_G_Crd_DRR124544	7.710125	1556644	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_DRR124544	5.579276	1126434	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_DRR124544	71.986979	14533889	NA	unclassified
SGREG_G_Crd_SRR15423964	10.469929	3235058	1224	Proteobacteria
SGREG_G_Crd_SRR15423964	7.381928	2280910	1239	Firmicutes
SGREG_G_Crd_SRR15423964	6.52472	2016045	5204	Basidiomycota
SGREG_G_Crd_SRR15423964	3.187747	984968	1913637	Mucoromycota
SGREG_G_Crd_SRR15423964	2.326522	718862	4890	Ascomycota
SGREG_G_Crd_SRR15423964	2.291372	708001	201174	Actinobacteria
SGREG_G_Crd_SRR15423964	2.146006	663085	976	Bacteroidetes
SGREG_G_Crd_SRR15423964	1.555347	480580	5794	Apicomplexa
SGREG_G_Crd_SRR15423964	1.152872	356221	6029	Microsporidia
SGREG_G_Crd_SRR15423964	0.052727	16292	10239	Viruses
SGREG_G_Crd_SRR15423964	5.530535	1708856	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR15423964	4.352464	1344849	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR15423964	53.027833	16384839	NA	unclassified
SGREG_G_Crd_SRR15423967	4.917939	8590703	1224	Proteobacteria
SGREG_G_Crd_SRR15423967	1.383998	2417581	5794	Apicomplexa
SGREG_G_Crd_SRR15423967	1.013834	1770974	4890	Ascomycota
SGREG_G_Crd_SRR15423967	0.036424	63626	10239	Viruses
SGREG_G_Crd_SRR15423967	3.563153	6224149	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR15423967	4.802719	8389435	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR15423967	84.281939	147224496	NA	unclassified
SGREG_G_Crd_SRR6315672	11.318029	4143183	1224	Proteobacteria
SGREG_G_Crd_SRR6315672	2.800128	1025041	1239	Firmicutes
SGREG_G_Crd_SRR6315672	2.123912	777499	4890	Ascomycota
SGREG_G_Crd_SRR6315672	1.688776	618209	5204	Basidiomycota
SGREG_G_Crd_SRR6315672	1.580204	578464	201174	Actinobacteria
SGREG_G_Crd_SRR6315672	1.517623	555555	1913637	Mucoromycota
SGREG_G_Crd_SRR6315672	0.083364	30517	10239	Viruses
SGREG_G_Crd_SRR6315672	6.80457	2490944	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR6315672	4.981464	1823561	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR6315672	67.101932	24563957	NA	unclassified
SGREG_G_Crd_SRR8708070	4.945502	875855	1224	Proteobacteria
SGREG_G_Crd_SRR8708070	1.583613	280460	4890	Ascomycota
SGREG_G_Crd_SRR8708070	1.376054	243701	201174	Actinobacteria
SGREG_G_Crd_SRR8708070	1.291419	228712	5204	Basidiomycota
SGREG_G_Crd_SRR8708070	1.027982	182057	1913637	Mucoromycota
SGREG_G_Crd_SRR8708070	0.140016	24797	10239	Viruses
SGREG_G_Crd_SRR8708070	8.16178	1445462	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708070	5.315319	941350	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708070	76.158309	13487737	NA	unclassified
SGREG_G_Crd_SRR8708071	5.04311	481117	1224	Proteobacteria
SGREG_G_Crd_SRR8708071	1.479599	141155	4890	Ascomycota
SGREG_G_Crd_SRR8708071	1.456601	138961	201174	Actinobacteria
SGREG_G_Crd_SRR8708071	1.222568	116634	5204	Basidiomycota
SGREG_G_Crd_SRR8708071	0.113217	10801	10239	Viruses
SGREG_G_Crd_SRR8708071	7.385417	704575	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708071	6.381568	608807	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708071	76.917922	7338035	NA	unclassified
SGREG_G_Crd_SRR8708072	1.963638	952414	1224	Proteobacteria
SGREG_G_Crd_SRR8708072	0.043711	21201	10239	Viruses
SGREG_G_Crd_SRR8708072	6.131925	2974138	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708072	3.361945	1630628	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708072	88.498783	42924141	NA	unclassified
SGREG_G_Crd_SRR8708073	2.016068	933196	1224	Proteobacteria
SGREG_G_Crd_SRR8708073	0.024842	11499	10239	Viruses
SGREG_G_Crd_SRR8708073	5.46141	2527974	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708073	3.347697	1549580	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708073	89.149988	41265686	NA	unclassified
SGREG_G_Crd_SRR8708074	2.180416	1025231	1224	Proteobacteria
SGREG_G_Crd_SRR8708074	0.047231	22208	10239	Viruses
SGREG_G_Crd_SRR8708074	7.363064	3462110	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708074	3.956566	1860376	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708074	86.452723	40650040	NA	unclassified
SGREG_G_Crd_SRR8708075	1.974385	925288	1224	Proteobacteria
SGREG_G_Crd_SRR8708075	0.038029	17822	10239	Viruses
SGREG_G_Crd_SRR8708075	5.949937	2788415	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708075	3.606781	1690304	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708075	88.43087	41442787	NA	unclassified
SGREG_G_Crd_SRR8708076	2.190974	1086117	1224	Proteobacteria
SGREG_G_Crd_SRR8708076	0.04209	20865	10239	Viruses
SGREG_G_Crd_SRR8708076	7.377841	3657368	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708076	3.918264	1942375	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708076	86.47083	42865612	NA	unclassified
SGREG_G_Crd_SRR8708077	2.02841	972881	1224	Proteobacteria
SGREG_G_Crd_SRR8708077	0.032813	15738	10239	Viruses
SGREG_G_Crd_SRR8708077	6.12211	2936331	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708077	3.69479	1772122	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708077	88.121879	42265654	NA	unclassified
SGREG_G_Crd_SRR8708078	2.064358	1007358	1224	Proteobacteria
SGREG_G_Crd_SRR8708078	0.042186	20586	10239	Viruses
SGREG_G_Crd_SRR8708078	6.637232	3238812	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708078	3.567645	1740926	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708078	87.688577	42789948	NA	unclassified
SGREG_G_Crd_SRR8708079	1.811749	864743	1224	Proteobacteria
SGREG_G_Crd_SRR8708079	0.023861	11389	10239	Viruses
SGREG_G_Crd_SRR8708079	4.600306	2195714	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708079	3.036195	1449168	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708079	90.527886	43208730	NA	unclassified
SGREG_G_Crd_SRR8708080	7.100452	3243681	1224	Proteobacteria
SGREG_G_Crd_SRR8708080	1.47568	674131	201174	Actinobacteria
SGREG_G_Crd_SRR8708080	1.326952	606188	4890	Ascomycota
SGREG_G_Crd_SRR8708080	1.28422	586667	5204	Basidiomycota
SGREG_G_Crd_SRR8708080	1.101547	503217	1239	Firmicutes
SGREG_G_Crd_SRR8708080	0.077762	35524	10239	Viruses
SGREG_G_Crd_SRR8708080	5.523113	2523109	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708080	4.953388	2262843	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708080	77.156883	35247377	NA	unclassified
SGREG_G_Crd_SRR8708081	6.158402	3013145	1224	Proteobacteria
SGREG_G_Crd_SRR8708081	1.491727	729863	201174	Actinobacteria
SGREG_G_Crd_SRR8708081	1.297805	634982	4890	Ascomycota
SGREG_G_Crd_SRR8708081	1.237156	605308	5204	Basidiomycota
SGREG_G_Crd_SRR8708081	1.042384	510011	1239	Firmicutes
SGREG_G_Crd_SRR8708081	0.068937	33729	10239	Viruses
SGREG_G_Crd_SRR8708081	4.779222	2338348	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708081	4.471903	2187985	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708081	79.452461	38874012	NA	unclassified
SGREG_G_Crd_SRR8708082	7.306507	3394414	1224	Proteobacteria
SGREG_G_Crd_SRR8708082	1.608566	747298	5204	Basidiomycota
SGREG_G_Crd_SRR8708082	1.56205	725688	4890	Ascomycota
SGREG_G_Crd_SRR8708082	1.39794	649447	1239	Firmicutes
SGREG_G_Crd_SRR8708082	1.355357	629664	201174	Actinobacteria
SGREG_G_Crd_SRR8708082	1.054854	490058	1913637	Mucoromycota
SGREG_G_Crd_SRR8708082	0.079725	37038	10239	Viruses
SGREG_G_Crd_SRR8708082	5.618823	2610360	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708082	4.131263	1919278	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708082	75.884908	35254170	NA	unclassified
SGREG_G_Crd_SRR8708083	7.591264	3462853	1224	Proteobacteria
SGREG_G_Crd_SRR8708083	1.935988	883126	4890	Ascomycota
SGREG_G_Crd_SRR8708083	1.368294	624165	201174	Actinobacteria
SGREG_G_Crd_SRR8708083	1.309905	597530	5204	Basidiomycota
SGREG_G_Crd_SRR8708083	1.271723	580113	1239	Firmicutes
SGREG_G_Crd_SRR8708083	0.091864	41905	10239	Viruses
SGREG_G_Crd_SRR8708083	7.043324	3212903	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708083	4.60314	2099782	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708083	74.784499	34113915	NA	unclassified
SGREG_G_Crd_SRR8708084	2.194738	1102784	1224	Proteobacteria
SGREG_G_Crd_SRR8708084	0.043432	21823	10239	Viruses
SGREG_G_Crd_SRR8708084	7.317268	3676688	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708084	4.090672	2055429	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708084	86.353892	43390009	NA	unclassified
SGREG_G_Crd_SRR8708085	2.11592	988161	1224	Proteobacteria
SGREG_G_Crd_SRR8708085	0.046896	21901	10239	Viruses
SGREG_G_Crd_SRR8708085	7.217842	3370822	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708085	4.063023	1897482	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708085	86.556315	40422872	NA	unclassified
SGREG_G_Crd_SRR8708086	2.096759	1028953	1224	Proteobacteria
SGREG_G_Crd_SRR8708086	0.044613	21893	10239	Viruses
SGREG_G_Crd_SRR8708086	7.002409	3436327	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708086	3.895286	1911553	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708086	86.96093	42674769	NA	unclassified
SGREG_G_Crd_SRR8708087	1.921417	935131	1224	Proteobacteria
SGREG_G_Crd_SRR8708087	0.042758	20810	10239	Viruses
SGREG_G_Crd_SRR8708087	6.543864	3184822	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708087	3.661995	1782250	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708087	87.829971	42745820	NA	unclassified
SGREG_G_Crd_SRR8708088	2.076095	1042880	1224	Proteobacteria
SGREG_G_Crd_SRR8708088	0.043161	21681	10239	Viruses
SGREG_G_Crd_SRR8708088	6.873009	3452503	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708088	3.778836	1898214	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708088	87.2289	43817495	NA	unclassified
SGREG_G_Crd_SRR8708089	2.138933	1040872	1224	Proteobacteria
SGREG_G_Crd_SRR8708089	0.043275	21059	10239	Viruses
SGREG_G_Crd_SRR8708089	6.714602	3267537	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708089	3.694964	1798086	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
SGREG_G_Crd_SRR8708089	87.408221	42535596	NA	unclassified
SGREG_G_Crd_SRR8708090	1.78277	823634	1224	Proteobacteria
SGREG_G_Crd_SRR8708090	0.024554	11344	10239	Viruses
SGREG_G_Crd_SRR8708090	4.328139	1999586	NA	cannot_be_assigned_to_a_non-viral_phylum
SGREG_G_Crd_SRR8708090	2.856566	1319724	NA	belong_to_a_non-viral_phylum_with_less_than_1%_of_all_reads
