SampleID	Run	BioProject	Species	BioSample	RearingCondition	Bytes	CenterName	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Platform	ReleaseDate	SampleName	SRAStudy	LibraryName	AvgSpotLen	Bases	geo_loc_name_country	geo_loc_name_country_continent	Collection_date	Sex	Dev_stage	Age	Tissue	RearingConditions	Isolate	strain	growth_condition	Inputtrim_reads	Avread_length	Unique_map	Unique_rate	Multipleloci_map	Multipleloci_rate	Toomany_map	Toomany_rate	Map_SUM	Mismatch_unmap	Short_unmap	Short_rate	Other_unmap	Other_rate
SGREG_G_Crd_SRR8708072	SRR8708072	PRJNA524786	Schistocerca_gregaria	SAMN11039658	NA	1675440119	UNIVERSITY_OF_GOETTINGEN	SRX5503511	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	10d_LEG	SRP188106	10d_LEG	49	2409334165	United_Kingdom	Europe	NA	NA	embryo	10_days	T3_leg	NA	NA	NA	NA	48502522	48	42741775	88.1	1948461	4.0	407190	0.8	93.0	0	479688	1.0	2925408	6.0
SGREG_G_Crd_SRR8708074	SRR8708074	PRJNA524786	Schistocerca_gregaria	SAMN11039652	NA	1571197607	UNIVERSITY_OF_GOETTINGEN	SRX5503509	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	7d_LEG	SRP188106	7d__LEG	49	2323103573	United_Kingdom	Europe	NA	NA	embryo	7_days	T3_leg	NA	NA	NA	NA	47019965	48	40842850	86.9	2226228	4.7	425809	0.9	92.5	0	473522	1.0	3051556	6.5
SGREG_G_Crd_SRR8708076	SRR8708076	PRJNA524786	Schistocerca_gregaria	SAMN11039654	NA	1659323479	UNIVERSITY_OF_GOETTINGEN	SRX5503507	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	8d_LEG	SRP188106	8d_LEG	49	2449932576	United_Kingdom	Europe	NA	NA	embryo	8_days	T3_leg	NA	NA	NA	NA	49572337	48	43442747	87.6	2301847	4.6	425551	0.9	93.1	0	432035	0.9	2970157	6.0
SGREG_G_Crd_SRR8708078	SRR8708078	PRJNA524786	Schistocerca_gregaria	SAMN11039660	NA	1697188248	UNIVERSITY_OF_GOETTINGEN	SRX5503505	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	11d_LEG	SRP188106	11d_LEG	49	2424149609	United_Kingdom	Europe	NA	NA	embryo	11_days	T3_leg	NA	NA	NA	NA	48797630	48	42818054	87.7	1998389	4.1	420025	0.9	92.7	0	480576	1.0	3080586	6.3
SGREG_G_Crd_SRR8708084	SRR8708084	PRJNA524786	Schistocerca_gregaria	SAMN11039646	NA	1593120816	UNIVERSITY_OF_GOETTINGEN	SRX5503499	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	4d_LEG	SRP188106	4d_LEG	49	2479051904	United_Kingdom	Europe	NA	NA	embryo	4_days	T3_leg	NA	NA	NA	NA	50246733	48	44164691	87.9	2413012	4.8	425857	0.8	93.5	0	435035	0.9	2808138	5.6
SGREG_G_Crd_SRR8708086	SRR8708086	PRJNA524786	Schistocerca_gregaria	SAMN11039648	NA	1540342651	UNIVERSITY_OF_GOETTINGEN	SRX5503497	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	5d_LEG	SRP188106	5d_LEG	49	2420167183	United_Kingdom	Europe	NA	NA	embryo	5_days	T3_leg	NA	NA	NA	NA	49073495	48	42871045	87.4	2397185	4.9	441693	0.9	93.1	0	415741	0.8	2947831	6.0
SGREG_G_Crd_SRR8708088	SRR8708088	PRJNA524786	Schistocerca_gregaria	SAMN11039650	NA	1676929113	UNIVERSITY_OF_GOETTINGEN	SRX5503495	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	6d_LEG	SRP188106	6d__LEG	49	2481703049	United_Kingdom	Europe	NA	NA	embryo	6_days	T3_leg	NA	NA	NA	NA	50232773	48	43624211	86.8	2403481	4.8	484002	1.0	92.6	0	414120	0.8	3306959	6.6
SGREG_G_Crd_SRR8708091	SRR8708091	PRJNA524786	Schistocerca_gregaria	SAMN11039662	NA	1611490435	UNIVERSITY_OF_GOETTINGEN	SRX5503492	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	12d_LEG	SRP188106	12d_LEG	49	2306333617	United_Kingdom	Europe	NA	NA	embryo	12_days	T3_leg	NA	NA	NA	NA	46422568	48	39226498	84.5	1931812	4.2	558733	1.2	89.9	0	464686	1.0	4240839	9.1
SGREG_G_Crd_SRR8708093	SRR8708093	PRJNA524786	Schistocerca_gregaria	SAMN11039664	NA	1611626153	UNIVERSITY_OF_GOETTINGEN	SRX5503490	Illumina_HiSeq_2000	SINGLE	Oligo-dT	TRANSCRIPTOMIC	ILLUMINA	2020-01-21T00:00:00Z	13d_LEG	SRP188106	13d_LEG	49	2286247684	United_Kingdom	Europe	NA	NA	embryo	13_days	T3_leg	NA	NA	NA	NA	45794186	48	38060515	83.1	2227945	4.9	592080	1.3	89.3	0	517975	1.1	4395671	9.6
SAMER_G_Crd_SRR11815241	SRR11815241	PRJNA633949	Schistocerca_americana	SAMN14978077	Crowded	2952292026	TEXAS_A&M_UNIVERSITY	SRX8366233	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_C5_T	SRP262381	SAME_C5_T_lib	300	7117304100	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SAME_C5	NA	NA	23249897	290	19380819	83.4	2453190	12.7	544471	2.3	98.4	0	481349	2.1	390068	1.7
SAMER_G_Crd_SRR11815242	SRR11815242	PRJNA633949	Schistocerca_americana	SAMN14978076	Crowded	1926050885	TEXAS_A&M_UNIVERSITY	SRX8366232	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_C4_T	SRP262381	SAME_C4_T_lib	300	4696716300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SAME_C4	NA	NA	15378305	290	12416905	80.7	1724284	13.9	387442	2.5	97.1	0	420629	2.7	429045	2.8
SAMER_G_Crd_SRR11815243	SRR11815243	PRJNA633949	Schistocerca_americana	SAMN14978075	Crowded	4097526138	TEXAS_A&M_UNIVERSITY	SRX8366231	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_C3_T	SRP262381	SAME_C3_T_lib	300	11152613400	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SAME_C3	NA	NA	36405506	295	29431270	80.8	3697299	12.6	594321	1.6	95.0	0	1950585	5.4	732031	2.0
SAMER_G_Crd_SRR11815244	SRR11815244	PRJNA633949	Schistocerca_americana	SAMN14978074	Crowded	3651747494	TEXAS_A&M_UNIVERSITY	SRX8366230	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_C2_T	SRP262381	SAME_C2_T_lib	300	9931890300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SAME_C2	NA	NA	32432237	295	26298503	81.1	3191583	12.1	601943	1.9	95.1	0	1225020	3.8	1115188	3.4
SAMER_G_Crd_SRR11815245	SRR11815245	PRJNA633949	Schistocerca_americana	SAMN14978073	Crowded	3244500506	TEXAS_A&M_UNIVERSITY	SRX8366229	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_C1_T	SRP262381	SAME_C1_T_lib	300	8793367200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SAME_C1	NA	NA	28703714	295	23554775	82.1	2996231	12.7	484639	1.7	96.5	0	1145504	4.0	522565	1.8
SAMER_S_Iso_SRR11815252	SRR11815252	PRJNA633949	Schistocerca_americana	SAMN14978066	Isolated	2301185506	TEXAS_A&M_UNIVERSITY	SRX8366221	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_I4_T	SRP262381	SAME_I4_T_lib	300	5598905700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SAME_I4	NA	NA	18337632	290	15299253	83.4	1687220	11.0	410319	2.2	96.7	0	497569	2.7	443271	2.4
SAMER_S_Iso_SRR11815253	SRR11815253	PRJNA633949	Schistocerca_americana	SAMN14978065	Isolated	3334297128	TEXAS_A&M_UNIVERSITY	SRX8366220	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_I3_T	SRP262381	SAME_I3_T_lib	300	8909465400	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SAME_I3	NA	NA	28953440	294	23800731	82.2	2597111	10.9	445036	1.5	94.7	0	1449660	5.0	660902	2.3
SAMER_S_Iso_SRR11815254	SRR11815254	PRJNA633949	Schistocerca_americana	SAMN14978064	Isolated	3298154863	TEXAS_A&M_UNIVERSITY	SRX8366219	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_I2_T	SRP262381	SAME_I2_T_lib	300	8984077500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SAME_I2	NA	NA	29342642	294	23959909	81.7	3241574	13.5	593708	2.0	97.2	0	1044169	3.6	503282	1.7
SAMER_S_Iso_SRR11815255	SRR11815255	PRJNA633949	Schistocerca_americana	SAMN14978063	Isolated	3262629235	TEXAS_A&M_UNIVERSITY	SRX8366218	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_I1_T	SRP262381	SAME_I1_T_lib	300	8852857800	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SAME_I1	NA	NA	28876896	294	23143234	80.1	3273647	14.1	537843	1.9	96.2	0	1207369	4.2	714803	2.5
SAMER_S_Iso_SRR11815263	SRR11815263	PRJNA633949	Schistocerca_americana	SAMN14978067	Isolated	2291296784	TEXAS_A&M_UNIVERSITY	SRX8366222	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SAME_I5_T	SRP262381	SAME_I5_T_lib	300	5511521700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SAME_I5	NA	NA	18008004	290	15462864	85.9	1691324	10.9	359348	2.0	98.8	0	358767	2.0	135701	0.8
SAMER_SRR10806996	SRR10806996	PRJNA598226	Schistocerca_americana	SAMN13697369	NA	3822837001	TEXAS_A&M_UNIVERSITY	SRX7480731	Illumina_HiSeq_2500	PAIRED	RANDOM	TRANSCRIPTOMIC	ILLUMINA	2020-08-24T00:00:00Z	TAMUIC-IGC-002707	SRP239124	Schistocerca_americanca	300	9403983300	USA	North_America	4/5/16	male	adult	NA	Thorax	NA	Monoisolate	NA	NA	30432292	291	21513959	70.7	4777713	22.2	3087093	10.1	103.0	0	851388	2.8	202139	0.7
SCANC_G_Crd_SRR17648042	SRR17648042	PRJNA798078	Schistocerca_cancellata	SAMN25046312	NA	5070930075	TEXAS_A&M_UNIVERSITY	SRX13816320	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	sccf_6c2__t	SRP355464	sccf_6c2__t	300	12908683200	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Crowded	sccf_6c2	NA	NA	32779851	291	24744158	75.5	4584353	14.0	1898058	5.8	95.3	0	805666	2.5	747616	2.3
SCANC_G_Crd_SRR17648048	SRR17648048	PRJNA798078	Schistocerca_cancellata	SAMN25046306	NA	4275627836	TEXAS_A&M_UNIVERSITY	SRX13816314	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	c6g6_t	SRP355464	c6g6_t	300	10874788500	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Crowded	c6g6	NA	NA	27090448	290	21502266	79.4	3145183	11.6	1295750	4.8	95.8	0	693882	2.6	453367	1.7
SCANC_G_Crd_SRR17648056	SRR17648056	PRJNA798078	Schistocerca_cancellata	SAMN25046316	NA	4128299203	TEXAS_A&M_UNIVERSITY	SRX13816306	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	sccf_g65_t	SRP355464	sccf_g65_t	300	10286749200	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Crowded	sccf_g65	NA	NA	24609334	291	18215583	74.0	3670757	14.9	1788584	7.3	96.2	0	628661	2.6	305749	1.2
SCANC_G_Crd_SRR17648058	SRR17648058	PRJNA798078	Schistocerca_cancellata	SAMN25046314	NA	4094712927	TEXAS_A&M_UNIVERSITY	SRX13816304	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	sccf_g61_t	SRP355464	sccf_g61_t	300	10149152100	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Crowded	sccf_g61	NA	NA	24987144	291	18843237	75.4	3629611	14.5	1401399	5.6	95.5	0	637990	2.6	474907	1.9
SCANC_G_Crd_SRR17648060	SRR17648060	PRJNA798078	Schistocerca_cancellata	SAMN25046304	NA	4474125963	TEXAS_A&M_UNIVERSITY	SRX13816302	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	c6g4_t	SRP355464	c6g4_t	300	11405077500	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Crowded	c6g4	NA	NA	28393846	291	20536680	72.3	4569311	16.1	1948883	6.9	95.3	0	716592	2.5	622380	2.2
SCANC_S_Iso_SRR17648044	SRR17648044	PRJNA798078	Schistocerca_cancellata	SAMN25046310	NA	4414267515	TEXAS_A&M_UNIVERSITY	SRX13816318	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	i304_t	SRP355464	i304_t	300	11349877800	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Isolated	i304	NA	NA	28538781	291	22774960	79.8	3205655	11.2	1116001	3.9	94.9	0	825552	2.9	616613	2.2
SCANC_S_Iso_SRR17648046	SRR17648046	PRJNA798078	Schistocerca_cancellata	SAMN25046308	NA	4921774128	TEXAS_A&M_UNIVERSITY	SRX13816316	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	i291_t	SRP355464	i291_t	300	12532437000	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Isolated	i291	NA	NA	31865797	290	27180059	85.3	2460457	7.7	1064239	3.3	96.4	0	789671	2.5	371371	1.2
SCANC_S_Iso_SRR17648050	SRR17648050	PRJNA798078	Schistocerca_cancellata	SAMN25046322	NA	3806772190	TEXAS_A&M_UNIVERSITY	SRX13816312	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	scif_327_t	SRP355464	scif_327_t	300	9523018200	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Isolated	scif_327	NA	NA	23356531	291	18691643	80.0	2571089	11.0	1162520	5.0	96.0	0	625199	2.7	306080	1.3
SCANC_S_Iso_SRR17648052	SRR17648052	PRJNA798078	Schistocerca_cancellata	SAMN25046320	NA	4831925851	TEXAS_A&M_UNIVERSITY	SRX13816310	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	scif_325_t	SRP355464	scif_325_t	300	12266527200	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Isolated	scif_325	NA	NA	31947532	291	25401110	79.5	3773991	11.8	1301526	4.1	95.4	0	820100	2.6	650805	2.0
SCANC_S_Iso_SRR17648054	SRR17648054	PRJNA798078	Schistocerca_cancellata	SAMN25046318	NA	4433848328	TEXAS_A&M_UNIVERSITY	SRX13816308	Illumina_HiSeq_4000	PAIRED	cDNA	TRANSCRIPTOMIC	ILLUMINA	2022-01-17T00:00:00Z	scif_318t	SRP355464	scif_318t	300	10973831700	Argentina	South_America	2016-03	female	Last_nymphal_instar	Last_nymphal_instar	Thorax	Isolated	scif_318	NA	NA	26931972	290	21770662	80.8	2928417	10.9	1031389	3.8	95.5	0	724222	2.7	477282	1.8
SNITE_G_Crd_SRR11815197	SRR11815197	PRJNA633949	Schistocerca_nitens	SAMN14978117	Crowded	2493433296	TEXAS_A&M_UNIVERSITY	SRX8366277	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_C5_T	SRP262381	SNIT_C5_T_lib	300	6015648300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SNIT_C5	NA	NA	19660505	289	17302401	88.0	1191636	6.1	99552	0.5	94.6	0	600023	3.1	466893	2.4
SNITE_G_Crd_SRR11815198	SRR11815198	PRJNA633949	Schistocerca_nitens	SAMN14978116	Crowded	2573560893	TEXAS_A&M_UNIVERSITY	SRX8366276	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_C4_T	SRP262381	SNIT_C4_T_lib	300	6283757700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SNIT_C4	NA	NA	20592081	290	15420621	74.9	2774444	13.5	690132	3.4	91.7	0	431814	2.1	1275070	6.2
SNITE_G_Crd_SRR11815199	SRR11815199	PRJNA633949	Schistocerca_nitens	SAMN14978115	Crowded	3768107544	TEXAS_A&M_UNIVERSITY	SRX8366275	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_C3_T	SRP262381	SNIT_C3_T_lib	300	10219965300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SNIT_C3	NA	NA	33309173	294	28068495	84.3	2662573	8.0	160672	0.5	92.7	0	1239549	3.7	1177884	3.5
SNITE_G_Crd_SRR11815200	SRR11815200	PRJNA633949	Schistocerca_nitens	SAMN14978114	Crowded	3421927611	TEXAS_A&M_UNIVERSITY	SRX8366274	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_C2_T	SRP262381	SNIT_C2_T_lib	300	9288939300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SNIT_C2	NA	NA	30295476	294	23433295	77.3	3246561	10.7	621674	2.1	90.1	0	1961263	6.5	1032683	3.4
SNITE_G_Crd_SRR11815201	SRR11815201	PRJNA633949	Schistocerca_nitens	SAMN14978113	Crowded	2885140192	TEXAS_A&M_UNIVERSITY	SRX8366273	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_C1_T	SRP262381	SNIT_C1_T_lib	300	7754059200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SNIT_C1	NA	NA	25298275	294	20930712	82.7	2475001	9.8	121296	0.5	93.0	0	923457	3.7	847809	3.4
SNITE_S_Iso_SRR11815208	SRR11815208	PRJNA633949	Schistocerca_nitens	SAMN14978107	Isolated	2664274011	TEXAS_A&M_UNIVERSITY	SRX8366266	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_I5_T	SRP262381	SNIT_I5_T_lib	300	6467117400	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SNIT_I5	NA	NA	21154674	290	17683461	83.6	2089312	9.9	112245	0.5	94.0	0	586499	2.8	683157	3.2
SNITE_S_Iso_SRR11815209	SRR11815209	PRJNA633949	Schistocerca_nitens	SAMN14978106	Isolated	1989276445	TEXAS_A&M_UNIVERSITY	SRX8366265	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_I4_T	SRP262381	SNIT_I4_T_lib	300	4764802800	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SNIT_I4	NA	NA	15572618	288	13190783	84.7	1266982	8.1	97863	0.6	93.5	0	435309	2.8	581681	3.7
SNITE_S_Iso_SRR11815210	SRR11815210	PRJNA633949	Schistocerca_nitens	SAMN14978105	Isolated	3050940892	TEXAS_A&M_UNIVERSITY	SRX8366264	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_I3_T	SRP262381	SNIT_I3_T_lib	300	8188852500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SNIT_I3	NA	NA	26675079	294	22213307	83.3	2013064	7.5	119649	0.4	91.3	0	1149420	4.3	1179639	4.4
SNITE_S_Iso_SRR11815211	SRR11815211	PRJNA633949	Schistocerca_nitens	SAMN14978104	Isolated	3378512250	TEXAS_A&M_UNIVERSITY	SRX8366263	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_I2_T	SRP262381	SNIT_I2_T_lib	300	9082642500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SNIT_I2	NA	NA	29624633	294	25905528	87.4	1997448	6.7	134494	0.5	94.6	0	894998	3.0	692165	2.3
SNITE_S_Iso_SRR11815212	SRR11815212	PRJNA633949	Schistocerca_nitens	SAMN14978103	Isolated	2953797676	TEXAS_A&M_UNIVERSITY	SRX8366262	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SNIT_I1_T	SRP262381	SNIT_I1_T_lib	300	7905154200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SNIT_I1	NA	NA	25763329	294	20879209	81.0	2899162	11.3	222480	0.9	93.2	0	918411	3.6	844067	3.3
SPICE_G_Crd_SRR11815262	SRR11815262	PRJNA633949	Schistocerca_piceifrons	SAMN14978057	Crowded	2311729669	TEXAS_A&M_UNIVERSITY	SRX8366211	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C5_T	SRP262381	SPIC_C5_T_lib	300	5101246500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SPIC_C5	NA	NA	16620864	275	12398402	74.6	2725006	16.4	789166	4.7	95.7	0	363148	2.2	345142	2.1
SPICE_G_Crd_SRR11815264	SRR11815264	PRJNA633949	Schistocerca_piceifrons	SAMN14978056	Crowded	2527631334	TEXAS_A&M_UNIVERSITY	SRX8366210	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C4_T	SRP262381	SPIC_C4_T_lib	300	6149707800	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SPIC_C4	NA	NA	20138915	290	15522554	77.1	2936812	14.6	749859	3.7	95.4	0	418805	2.1	510885	2.5
SPICE_G_Crd_SRR11815265	SRR11815265	PRJNA633949	Schistocerca_piceifrons	SAMN14978055	Crowded	3410228419	TEXAS_A&M_UNIVERSITY	SRX8366209	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C3_T	SRP262381	SPIC_C3_T_lib	300	9232587300	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SPIC_C3	NA	NA	30073710	294	23659354	78.7	3652206	12.1	658301	2.2	93.0	0	1197628	4.0	906221	3.0
SPICE_G_Crd_SRR11815266	SRR11815266	PRJNA633949	Schistocerca_piceifrons	SAMN14978054	Crowded	3148568743	TEXAS_A&M_UNIVERSITY	SRX8366208	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C2_T	SRP262381	SPIC_C2_T_lib	300	8549164500	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SPIC_C2	NA	NA	27938309	295	21428140	76.7	4204295	15.0	888385	3.2	94.9	0	707779	2.5	709710	2.5
SPICE_G_Crd_SRR11815267	SRR11815267	PRJNA633949	Schistocerca_piceifrons	SAMN14978053	Crowded	3053273450	TEXAS_A&M_UNIVERSITY	SRX8366207	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_C1_T	SRP262381	SPIC_C1_T_lib	300	8244242100	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Crowded	SPIC_C1	NA	NA	26851863	294	21458394	79.9	3292947	12.3	651119	2.4	94.6	0	986899	3.7	462504	1.7
SPICE_S_Iso_SRR11815195	SRR11815195	PRJNA633949	Schistocerca_piceifrons	SAMN14978047	Isolated	2135915801	TEXAS_A&M_UNIVERSITY	SRX8366279	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I5_T	SRP262381	SPIC_I5_T_lib	300	4799693700	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SPIC_I5	NA	NA	15674657	278	13013739	83.0	1621667	10.3	390235	2.5	95.9	0	328792	2.1	320224	2.0
SPICE_S_Iso_SRR11815196	SRR11815196	PRJNA633949	Schistocerca_piceifrons	SAMN14978046	Isolated	1884991885	TEXAS_A&M_UNIVERSITY	SRX8366278	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I4_T	SRP262381	SPIC_I4_T_lib	300	4476289200	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SPIC_I4	NA	NA	14593422	288	12042525	82.5	1519074	10.4	359652	2.5	95.4	0	341765	2.3	330406	2.3
SPICE_S_Iso_SRR11815207	SRR11815207	PRJNA633949	Schistocerca_piceifrons	SAMN14978045	Isolated	3436489435	TEXAS_A&M_UNIVERSITY	SRX8366267	Illumina_HiSeq_4000	PAIRED	RT-PCR	TRANSCRIPTOMIC	ILLUMINA	2020-05-20T00:00:00Z	SPIC_I3_T	SRP262381	SPIC_I3_T_lib	300	9276150900	NA	NA	2016	female	Last_nymphal_instar	NA	Thorax	Isolated	SPIC_I3	NA	NA	30170355	294	23958868	79.4	3202764	10.6	633118	2.1	92.1	0	1425044	4.7	950561	3.2
